id_centro_vacunacion,id_ubigeo,nombre,lat,lon,entidad_administra,id_eess,departamento
104181,266,Puesto de Salud Cavira,-13.69629327,-73.15140993,-,4181,APURIMAC
103837,551,LLUSITA,-13.69593469,-74.1180755,-,3837,AYACUCHO
103834,549,QUILLA,-13.69491084,-74.05850086,-,3834,AYACUCHO
107084,798,INCACANCHA,-13.69439,-70.81288167,-,7084,CUSCO
816,1031,Complejo Deportivo Independencia (Grass Sintettico),-13.69358,-76.02532359,C.S. INDEPENDENCIA,0,ICA
103844,561,SAURAMA,-13.69350492,-73.75780168,-,3844,AYACUCHO
103472,1031,INDEPENDENCIA,-13.69317,-76.02482167,-,3472,ICA
102531,796,HUARO,-13.69159142,-71.63985303,-,2531,CUSCO
104180,266,KISHUARA,-13.69086623,-73.12014529,-,4180,APURIMAC
124820,796,SEÑOR DE QOYLLORITY - HUARO,-13.6908547,-71.6421194,-,24820,CUSCO
4318,266,C.S. KISHUARA,-13.6908506,-73.1201238,-,0,APURIMAC
3071,796,HUARO,-13.6903621,-71.6404,-,0,CUSCO
104045,887,SANTA ROSA DE TAMBO,-13.689585,-75.27471,-,4045,HUANCAVELICA
4433,887,PLAZA DE ARMAS TAMBO,-13.6895592,-75.2746851,-,0,HUANCAVELICA
2091,266,I.E. JOSE MARIA ARGUEDAS,-13.6893,-73.1203,DIRESA,0,APURIMAC
2207,887,TAMBO Y ANEXOS,-13.6891917,-75.2753168,DIRESA,0,HUANCAVELICA
102694,263,SOTAPA,-13.68731589,-73.02353713,-,2694,APURIMAC
124711,790,URCOS - ESSALUD,-13.686793,-71.619801,-,24711,CUSCO
103838,562,UMARO,-13.68615598,-74.02644426,-,3838,AYACUCHO
102522,790,URCOS,-13.68518741,-71.62380047,-,2522,CUSCO
127175,790,CME TUPAC AMARU,-13.6845018,-71.6236023,-,27175,CUSCO
104047,873,CHAULISMA,-13.6843,-75.37556,-,4047,HUANCAVELICA
104176,272,CHOCCECANCHA,-13.68409,-73.26283,-,4176,APURIMAC
540,790,Urcos,-13.68351011,-71.62475671,DIRESA,0,CUSCO
107315,263,LOS ANGELES,-13.68338167,-73.03217167,-,7315,APURIMAC
102503,779,HUANOQUITE,-13.68319994,-72.01073382,-,2503,CUSCO
111708,272,CUPISA,-13.68285061,-73.28581973,-,11708,APURIMAC
103488,1031,SAN JOSE DE CONDOR,-13.68284333,-76.06493833,-,3488,ICA
794,779,Huanoquite,-13.68221036,-72.01839534,-,0,CUSCO
111439,796,POSTA MEDICA POLICIAL PUCUTO,-13.682186,-71.6559364,-,11439,CUSCO
4121,1034,Institución Educativa JOSE CARLOS MARIATEGUI,-13.6817753,-76.1554161,C.S. SAN CLEMENTE,0,ICA
107316,263,SAYHUA,-13.681645,-73.06207833,-,7316,APURIMAC
126025,1034,CAP I SAN CLEMENTE,-13.6808577,-76.1580852,-,26025,ICA
102976,1668,AZAROMA,-13.680815,-70.647945,-,2976,PUNO
102635,254,PROGRESO LARATA,-13.68017757,-72.46319465,-,2635,APURIMAC
102660,251,QUISAPATA,-13.6801621,-72.86911017,-,2660,APURIMAC
103497,544,HUAMBO,-13.67994525,-74.19295357,-,3497,AYACUCHO
2437,257,RSAb - LOZA DEPORTIVA AUQUIBAMBA,-13.679593,-72.95318839,MINSA,0,APURIMAC
112681,275,OSCCOLLOPAMPA,-13.67954541,-73.44644551,-,12681,APURIMAC
102680,257,AUQUIBAMBA,-13.67949333,-72.95324,-,2680,APURIMAC
104197,275,CCACCACHA,-13.67927749,-73.45577002,-,4197,APURIMAC
103475,1034,SAN CLEMENTE,-13.67919167,-76.16000167,-,3475,ICA
106890,266,TINTAY,-13.67725782,-73.16275542,-,6890,APURIMAC
102693,263,PICHIUPATA,-13.67601112,-73.07582529,-,2693,APURIMAC
102978,1668,PUESTO DE SALUD PUMACHANCA,-13.67535,-70.70883,-,2978,PUNO
103510,553,SARHUA,-13.673445,-74.31716667,-,3510,AYACUCHO
107148,254,CHUNA MARJUNI,-13.6728953,-72.657245,-,7148,APURIMAC
703,1034,Complejo Deportivo Bambinos,-13.67198644,-76.15813529,DIRESA,0,ICA
3947,1034,22468 MARIA PARADO DE BELLIDO,-13.67167535,-76.15716437,C.S. SAN CLEMENTE,0,ICA
104141,316,URANMARCA,-13.67160961,-73.66624637,-,4141,APURIMAC
102524,791,ANDAHUAYLILLAS,-13.67144051,-71.67448013,-,2524,CUSCO
3061,791,ANDAHUAYLILLAS,-13.671015,-71.6728684,-,0,CUSCO
104175,272,ANCATIRA,-13.67099,-73.28752,-,4175,APURIMAC
104178,272,LLIUPAPUQUIO,-13.67048,-73.30516,-,4178,APURIMAC
104191,260,CHOCCEPUQUIO,-13.67040863,-73.40773527,-,4191,APURIMAC
111591,272,CHULLCUISA,-13.66897073,-73.26207036,-,11591,APURIMAC
102639,263,SAN JOSE DE ARCAHUA,-13.66839167,-73.05445833,-,2639,APURIMAC
106952,799,TINKI,-13.66695216,-71.32332576,-,6952,CUSCO
102640,263,KARHUAKAHUA,-13.66682167,-72.999295,-,2640,APURIMAC
102508,783,YAURISQUE,-13.66579468,-71.92010905,-,2508,CUSCO
531,783,Yaurisque,-13.66527079,-71.92058824,DIRESA,0,CUSCO
103487,1031,TOMA DE LEON,-13.665265,-76.02469667,-,3487,ICA
90,260,I.E Manuel Vivanco,-13.662029,-73.397529,DIRESA,0,APURIMAC
102977,1668,CHACANEQUE,-13.66198167,-70.47863333,-,2977,PUNO
125324,260,dental silvera,-13.6616515,-73.3767641,-,25324,APURIMAC
125325,260,Consultorio Dental ANDIA,-13.6616515,-73.3767641,-,25325,APURIMAC
126759,260,POLICLÍNICO SANTA ROSA,-13.6616515,-73.3767641,-,26759,APURIMAC
2664,260,C.S. ANDAHUAYLAS,-13.6614636,-73.3925031,-,0,APURIMAC
126038,260,PUESTO DE SALUD BING 241,-13.66097234,-73.39723862,-,26038,APURIMAC
120369,260,"CONSULTORIO MEDICO  ""VENERO""",-13.66001952,-73.39130709,-,20369,APURIMAC
103848,555,SAN FRANCISCO DE PUJAS,-13.65944211,-73.82442611,-,3848,AYACUCHO
2665,275,C.S. TALAVERA,-13.6593447,-73.4295994,-,0,APURIMAC
104192,275,TALAVERA,-13.65920002,-73.42997622,-,4192,APURIMAC
103496,544,ALCAMENCA,-13.65901876,-74.14707891,-,3496,AYACUCHO
125619,260,CONSULTORIO DENTAL JR,-13.6588521,-73.38941774,-,25619,APURIMAC
88,275,I.E. Gregorio Martinelli,-13.658816,-73.43082,DIRESA,0,APURIMAC
120712,260,ESTABLECIMIENTO PENITENCIARIO ANDAHUAYLAS,-13.65878534,-73.39564721,-,20712,APURIMAC
113687,260,CLINICA PERUANA DE LOS ANDES,-13.6585107,-73.3907989,-,13687,APURIMAC
122810,260,"POLICLINICO ""SEÑOR DE HUANCA"" ANDAHUAYLAS",-13.65829975,-73.39204196,-,22810,APURIMAC
126224,260,MiDent,-13.65816421,-73.38757608,-,26224,APURIMAC
124937,260,"CONSULTORIO DENTAL ""NUEVA IMAGEN""",-13.65814858,-73.38738565,-,24937,APURIMAC
84,260,I.E. Familia Sagrada 55006,-13.65794,-73.386057,MINSA,0,APURIMAC
2667,260,HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,-13.6579063,-73.381736,-,0,APURIMAC
104128,260,HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,-13.65777423,-73.38199121,-,4128,APURIMAC
2047,274,I.E. GUILLERMO PINTO ISMODES,-13.6576,-73.4935,DIRESA,0,APURIMAC
5000,260,HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,-13.6575938,-73.3820529,-,0,APURIMAC
110911,260,HOSPITAL I SANTA MARGARITA,-13.65753852,-73.41220289,-,10911,APURIMAC
124856,275,CENTRO MMEDICO TALAVERA DE LA REYNA,-13.6574845,-73.4386466,-,24856,APURIMAC
135,555,"I.E P"" Micaela Bastidas""",-13.65732406,-73.95321237,DIRESA,0,AYACUCHO
103845,555,CENTRO DE SALUD VILCASHUAMAN,-13.65732406,-73.95321237,-,3845,AYACUCHO
104199,274,CHICMO,-13.65727131,-73.49410174,-,4199,APURIMAC
4314,274,C.S. CHICMO,-13.6572661,-73.4941017,-,0,APURIMAC
123602,260,LIRA LAB,-13.65719814,-73.38216645,-,23602,APURIMAC
123328,260,POLICLINICO SAN LUIS MEDIC,-13.6571689,-73.3830073,-,23328,APURIMAC
117993,272,OLLABAMBA,-13.656893,-73.317661,-,17993,APURIMAC
85,260,I.E Belen De Osma Y Pardo,-13.6567,-73.3766,MINSA,0,APURIMAC
82,260,I.E. Juan Espinoza Medrano,-13.656645,-73.379243,DIRESA,0,APURIMAC
125326,260,POLICLÍNICO MAS VIDA,-13.65662527,-73.3811287,-,25326,APURIMAC
126558,260,LABOMAD CENTER,-13.6566161,-73.3818197,-,26558,APURIMAC
123034,260,CENTRO ODONTOLOGICO ESPECIALIZADO ORTHODENTIS,-13.6565457,-73.38680082,-,23034,APURIMAC
81,260,Estadio Los Chankas,-13.65654,-73.38123,DIRESA,0,APURIMAC
104177,272,CHAMPACCOCHA,-13.65647,-73.30245,-,4177,APURIMAC
126223,260,MiDent,-13.65645924,-73.38268108,-,26223,APURIMAC
83,260,I.E. Divino Maestro 55005,-13.656361,-73.385478,DIRESA,0,APURIMAC
106781,260,ANDAHUAYLAS,-13.65632718,-73.38203656,-,6781,APURIMAC
127262,260,"Puesto de Salud del Ejercito ""Los Chankas""",-13.65622467,-73.37362595,-,27262,APURIMAC
111584,260,POSTA MEDICA POLICIAL DE ANDAHUAYLAS,-13.65610714,-73.39082042,-,11584,APURIMAC
123892,260,POLICLINICO MEDICOS ESPECIALISTAS DEL VALLE,-13.65609304,-73.38198406,-,23892,APURIMAC
127771,260,CONSULTORIO MÉDICO SAN MARTÍN DE PORRES,-13.65595401,-73.38198904,-,27771,APURIMAC
121068,260,CLINICA DE ESPECIALIDADES VIRGEN DE COCHARCAS,-13.6559378,-73.3891535,-,21068,APURIMAC
124936,260,CENTRO OFTAMOLOGICO VISION ANDAHUAYLAS EIRL,-13.6559245,-73.3880872,-,24936,APURIMAC
89,275,I.E. Pia,-13.655862,-73.421268,DIRESA,0,APURIMAC
127767,260,CONSULTORIO MEDICO ESPECIALIZADO,-13.65572212,-73.38381703,-,27767,APURIMAC
103494,460,HUANCARUCMA,-13.6553229,-74.09936297,-,3494,AYACUCHO
126774,260,SONRIE,-13.65510984,-73.38603269,-,26774,APURIMAC
107317,263,PAMPAHURA,-13.65496833,-73.04423,-,7317,APURIMAC
114071,260,CENTRO MEDICO ESPECIALIZADO DEL NIÑO - ANDAHUAYLAS,-13.6542985,-73.38704444,-,14071,APURIMAC
2048,274,I.E. 54674 NUESTRA SEÑORA DE GUADALUPE,-13.654288,-73.531654,DIRESA,0,APURIMAC
125906,562,SAN LORENZO DE ÑUÑUNHUAYCCO,-13.6541087,-73.9521468,-,25906,AYACUCHO
124076,275,"CENTRO DE SALUD MENTAL COMUNITARIO  ""PRADERA DE LOS CELAJES""",-13.65334578,-73.43093966,-,24076,APURIMAC
111131,555,VILCASHUAMAN,-13.65277422,-73.95291659,-,11131,AYACUCHO
104179,272,POLTOCCSA,-13.65255,-73.33412,-,4179,APURIMAC
104174,272,SAN JERONIMO,-13.6523968,-73.36305734,-,4174,APURIMAC
2666,272,C.S. SAN JERONIMO,-13.6522384,-73.3625867,-,0,APURIMAC
104201,274,NUEVA ESPERANZA,-13.65221663,-73.53023975,-,4201,APURIMAC
126757,275,ORTHOESTETIC,-13.65181601,-73.42889455,-,26757,APURIMAC
107318,263,MATECCLLA,-13.65129667,-73.05386333,-,7318,APURIMAC
112624,274,PUESTO DE SALUD MOYABAMBA BAJA,-13.65101896,-73.51881094,-,12624,APURIMAC
87,272,I.E Juan Pablo Ii,-13.650792,-73.367734,DIRESA,0,APURIMAC
86,272,I.E. Cristo Rey,-13.650542,-73.360781,MINSA,0,APURIMAC
5106,272,I.E. AGROPECUARIO N 08 - SAN JERONIMO,-13.6505318,-73.360878,-,0,APURIMAC
108528,251,ATUMPATA,-13.65032955,-72.85170995,-,8528,APURIMAC
103508,544,CARAMPA,-13.64901833,-74.24395167,-,3508,AYACUCHO
109712,312,OSCCOLLO,-13.64890324,-73.713221,-,9712,APURIMAC
104202,274,PUESTO DE SALUD TARAMBA,-13.6478326,-73.49924985,-,4202,APURIMAC
111668,251,TABLADA ALTA,-13.64550167,-72.90004,-,11668,APURIMAC
103484,1031,CABEZA TORO LATERAL 4,-13.64545,-76.01598,-,3484,ICA
102629,254,ANTILLA,-13.64544179,-72.57296134,-,2629,APURIMAC
4323,251,RSAb - P. S. Tablada Alta,-13.6452259,-72.9034742,-,0,APURIMAC
103847,555,POMATAMBO,-13.64472233,-73.86936293,-,3847,AYACUCHO
68,251,Loza Deportiva Patibamba P.S. Patibamba,-13.64399651,-72.89240501,DIRESA,0,APURIMAC
4708,263,RSAb - C. S. Huancarama,-13.64199848,-73.09039982,-,0,APURIMAC
102638,263,HUANCARAMA,-13.64197833,-73.09047,-,2638,APURIMAC
104196,275,LLANTUYHUANCA,-13.64191307,-73.41736704,-,4196,APURIMAC
110910,251,SEGURO SOCIAL DE SALUD - ESSALUD,-13.64184167,-72.89601667,-,10910,APURIMAC
3627,263,RSAb - ESTADIO MASINGARA - HUANCARAMA,-13.64180843,-73.09085435,MINSA,0,APURIMAC
102523,794,PAMPACAMARA,-13.64118333,-71.51748167,-,2523,CUSCO
107489,251,HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA,-13.64034611,-72.8819806,-,7489,APURIMAC
111112,555,COLPAPAMPA,-13.64029394,-73.88304268,-,11112,AYACUCHO
121355,251,AYMAS,-13.640022,-72.865096,-,21355,APURIMAC
536,794,Ccatcca,-13.63935368,-71.5144002,DIRESA,0,CUSCO
107839,251,CENTRO OFTALMOLOGICO MONSEÑOR ENRIQUE PELACH -OBISPADO DE ABANCAY,-13.6391954,-72.8929,-,7839,APURIMAC
116927,251,PERU SONRIE,-13.6391954,-72.8929,-,16927,APURIMAC
120027,251,CONSULTORIO MEDICO ESPECIALIZADO LA TORRE DE LA SALUD,-13.6391954,-72.8929,-,20027,APURIMAC
123241,251,POLICLINICO AMERICANA MEDIC ABANCAY S.R.L.,-13.6391954,-72.8929,-,23241,APURIMAC
125513,251,CENTRO DE HEMODIALISIS ABANCAY,-13.6391954,-72.8929,-,25513,APURIMAC
126339,251,LABORATORIO CLÍNICO ESPECIALIZADO APURIMAC,-13.6391954,-72.8929,-,26339,APURIMAC
126933,251,"CENTRO MEDICO SERVI APURIMAC ""C&M"" E.I.R.L",-13.63908878,-72.88021353,-,26933,APURIMAC
108532,251,SAN MARTIN,-13.63810714,-72.89122328,-,8532,APURIMAC
124456,251,CENTRO MEDICO PSICOSOMATICO SEÑOR DE LOS MILAGROS,-13.63809542,-72.88655121,-,24456,APURIMAC
67,251,Loza Deportiva Los Chankas C.S. Metropolitano,-13.63795998,-72.87449515,DIRESA,0,APURIMAC
3194,251,I.E. NUESTRA SEÑORA DEL ROSARIO- Southern Peru,-13.63759292,-72.88447557,-,0,APURIMAC
4055,251,RSAb - I. E. Pueblo Libre - Abancay,-13.63740003,-72.88712023,-,0,APURIMAC
107135,275,MULACANCHA,-13.63735752,-73.47483864,-,7135,APURIMAC
4056,251,RSAb - loza deportiva las Malvinas-Abancay,-13.63733934,-72.88998828,-,0,APURIMAC
107460,251,CLINICA SANTA TERESA,-13.6372697,-72.8755924,-,7460,APURIMAC
127215,251,POLICLINICO  GALENU´S MEDICAL GROUP,-13.6372426,-72.88213315,-,27215,APURIMAC
113161,251,CENTRO DIAGNOSTICO LOS ANGELES,-13.6369239,-72.8803745,-,13161,APURIMAC
126503,251,CLINICA TELLO E.I.R.L.,-13.6369239,-72.8803745,-,26503,APURIMAC
3181,251,RSAb - I. E. AURORA INES TEJADA - ABANCAY,-13.63647222,-72.87718575,MINSA,0,APURIMAC
116681,251,"CONSULTORIO DENTAL ESPECIALIZADO ""NIÑO REYES""",-13.6362336,-72.8828095,-,16681,APURIMAC
66,251,Loza Deportiva Bellavista C.S Bellavista,-13.63583323,-72.89444343,DIRESA,0,APURIMAC
117639,251,SERVICIOS CARRION MEDICOS  Y ODONTOLOGOS SCRL,-13.6357256,-72.8806057,-,17639,APURIMAC
102662,251,BELLAVISTA,-13.63543084,-72.89321087,-,2662,APURIMAC
124364,251,"CENTRO DE SALUD MENTAL COMUNITARIO ""QHALI KAY""",-13.63485776,-72.8796795,-,24364,APURIMAC
102528,794,KCAURY,-13.63481,-71.52817167,-,2528,CUSCO
107133,316,TANCAYLLO,-13.63459394,-73.69113476,-,7133,APURIMAC
126487,251,"POLICLÍNICO DE COMPLEJIDAD CRECIENTE ""LAS AMÉRICAS""",-13.6345582,-72.8890247,-,26487,APURIMAC
3070,797,LUCRE,-13.633697,-71.7362909,-,0,CUSCO
63,251,Estadio Condebamba C.S. Villagloria,-13.63363058,-72.8718556,DIRESA,0,APURIMAC
107416,251,METROPOLITANO,-13.6335283,-72.87692091,-,7416,APURIMAC
124280,251,CONSULTORIO DENTAL SEÑOR DE HUANCA,-13.63336704,-72.88764287,-,24280,APURIMAC
102533,797,LUCRE,-13.63305198,-71.73748526,-,2533,CUSCO
102661,251,VILLAGLORIA,-13.632941,-72.869839,-,2661,APURIMAC
107813,251,CLINICA SEJURO EIRL,-13.63291881,-72.87512679,-,7813,APURIMAC
2093,266,EL TAMBO QUILLABAMBA,-13.6329103,-73.2003362,DIRESA,0,APURIMAC
2726,251,RSAb - I. E.  SECUNDARIA NUESTRA SEÑORA DE LAS MERCEDES,-13.63262628,-72.88962932,MINSA,0,APURIMAC
126505,251,LAB. VAROS E.I.R.L.,-13.6326018,-72.87598974,-,26505,APURIMAC
103846,555,HUACCAÑA,-13.6322255,-73.84590185,-,3846,AYACUCHO
120030,251,SOL SALUD APURIMAC,-13.63220969,-72.87434984,-,20030,APURIMAC
65,251,I.E. Miguel Grau,-13.63211302,-72.88204586,MINSA,0,APURIMAC
103509,553,AUQUILLA,-13.63189167,-74.34355667,-,3509,AYACUCHO
113991,251,CENTRO MEDICO DE ESPECIALIDADES SAN BORJA EIRL,-13.6312156,-72.8772316,-,13991,APURIMAC
107779,251,PNP POLICLINICO SANIDAD,-13.63107169,-72.88813747,-,7779,APURIMAC
126881,251,POLICLINICO MI SALUD,-13.6310286,-72.8772101,-,26881,APURIMAC
111959,266,PUESTO DE SALUD SOTCCOMAYO,-13.63089114,-73.1709985,-,11959,APURIMAC
107319,263,LLACTABAMBA,-13.63057333,-72.99925333,-,7319,APURIMAC
103492,460,HOSPITAL DE APOYO CANGALLO,-13.63038833,-74.142245,-,3492,AYACUCHO
117,460,"I.E ""maria Parado De Bellido""",-13.63038833,-74.142245,DIRESA,0,AYACUCHO
104183,266,Puesto de Salud Quillabamba,-13.62946998,-73.19946766,-,4183,APURIMAC
102331,715,CHINCHAYPUJIO,-13.62931925,-72.23181533,-,2331,CUSCO
102657,251,PUEBLO JOVEN CENTENARIO,-13.62899,-72.88469667,-,2657,APURIMAC
64,251,I.E Divino Maestro,-13.62895273,-72.88429711,DIRESA,0,APURIMAC
3097,715,CHINCHAYPUGIO,-13.62836587,-72.2314453,MINSA,0,CUSCO
3120,715,CHINCHAYPUGIO,-13.62819904,-72.23149358,-,0,CUSCO
104189,268,ARGAMA,-13.62810465,-73.25455792,-,4189,APURIMAC
102659,251,MARCAHUASI,-13.62778285,-72.85941691,-,2659,APURIMAC
537,799,Ocongate,-13.62774176,-71.38709752,DIRESA,0,CUSCO
102535,799,OCONGATE,-13.62682086,-71.38697552,-,2535,CUSCO
102678,259,TAMBURCO,-13.62577844,-72.87335324,-,2678,APURIMAC
3560,554,I.E. SAN RAMON - VILCANCHOS,-13.6237462,-74.53717854,-,0,AYACUCHO
103498,553,CHUQUI HUARCAYA,-13.62297167,-74.35656833,-,3498,AYACUCHO
107463,267,CCALLASPUQUIO,-13.62286667,-73.128155,-,7463,APURIMAC
2096,268,I.E. PERLAS DEL SABER,-13.621452,-73.253156,DIRESA,0,APURIMAC
70,259,Loza Municipal Tamburco C.S Tamburco,-13.62139142,-72.87352717,DIRESA,0,APURIMAC
106608,562,POMACOCHA,-13.61949718,-73.98794323,-,6608,AYACUCHO
103585,554,CRUZ PAMPA,-13.61922481,-74.73988237,-,3585,AYACUCHO
107461,251,HUAYLLABAMBA,-13.61922015,-72.91554856,-,7461,APURIMAC
3561,554,CASA COMUNAL DE CRUZ PAMPA,-13.61909187,-74.73990383,-,0,AYACUCHO
103503,553,TOMANGA,-13.61819833,-74.42367167,-,3503,AYACUCHO
104136,311,MUNAPUCRO,-13.61643935,-73.68532294,-,4136,APURIMAC
2388,267,RSAb - COLISEO RICARDO PALMA (C. S. Pacobamba),-13.6162211,-73.08605162,MINSA,0,APURIMAC
2009,311,CANCHA SINTETICA DE GRAS MUNAPUCRO,-13.6159766,-73.6850415,-,0,APURIMAC
102643,267,PACOBAMBA,-13.61559833,-73.08578333,-,2643,APURIMAC
2734,311,CANCHA GRAS SINTETICA MUÑAPUCRO,-13.6153899,-73.682376,-,0,APURIMAC
127384,797,CODENT JM,-13.61492679,-71.72369129,-,27384,CUSCO
107127,268,LAGUNA,-13.61448106,-73.29426101,-,7127,APURIMAC
103501,461,CHACOLLA,-13.61248333,-74.28985667,-,3501,AYACUCHO
103626,554,VILCANCHOS,-13.61217444,-74.53134911,-,3626,AYACUCHO
124240,267,ANDINA,-13.61209994,-73.10661614,-,24240,APURIMAC
104139,312,COCHARCAS,-13.61209216,-73.73931366,-,4139,APURIMAC
106665,1034,CAMACHO,-13.61113333,-76.167065,-,6665,ICA
2731,312,CANCHA GRAS SINTETICA COCHARCAS,-13.6111017,-73.7391955,-,0,APURIMAC
102658,251,KARCATERA,-13.61090637,-72.95410785,-,2658,APURIMAC
103486,1031,CABEZA TORO LATERAL 5,-13.60963667,-76.03858833,-,3486,ICA
2044,268,I.E. JOSE OLAYA BALANDRA,-13.609357,-73.3439628,DIRESA,0,APURIMAC
104186,268,PACUCHA,-13.60911902,-73.34093778,-,4186,APURIMAC
4316,268,C.S. PACUCHA,-13.6090825,-73.3409056,-,0,APURIMAC
104034,872,MUCHIC,-13.60869804,-75.39499615,-,4034,HUANCAVELICA
104190,268,CHURRUBAMBA,-13.60821158,-73.3676938,-,4190,APURIMAC
4319,259,RSAb - P. S. San Antonio,-13.60795814,-72.85844021,-,0,APURIMAC
104182,266,MATAPUQUIO,-13.60739578,-73.16117905,-,4182,APURIMAC
2092,266,I.E. DIVINO MAESTRO,-13.60717,-73.16052,DIRESA,0,APURIMAC
103625,554,COCAS,-13.60713109,-74.474488,-,3625,AYACUCHO
102527,794,CCATCCA,-13.60698833,-71.56109667,-,2527,CUSCO
3556,554,I.E..P. 38535 MIXTO PUBLICA COCAS,-13.60698771,-74.474488,-,0,AYACUCHO
69,259,Ee.Ss De Salud P.S San Antonio,-13.60649181,-72.85833046,DIRESA,0,APURIMAC
102679,259,SAN ANTONIO,-13.60566949,-72.85689528,-,2679,APURIMAC
108841,872,POSTA MEDICA DE HUAYTARA,-13.60476121,-75.35286761,-,8841,HUANCAVELICA
103502,461,CANCHA CANCHA,-13.60465667,-74.31334167,-,3502,AYACUCHO
103495,460,PUTICA,-13.60464667,-74.13593167,-,3495,AYACUCHO
2182,872,LOZA DEPORTIVA DEL ANEXO DE CHOCORVO,-13.6042392,-75.3440587,DIRESA,0,HUANCAVELICA
103507,463,CENTRO DE SALUD POMABAMBA,-13.60395333,-74.23516833,-,3507,AYACUCHO
103493,460,HUAHUAPUQUIO,-13.603645,-74.15430167,-,3493,AYACUCHO
104033,872,HUAYTARA,-13.603555,-75.35316,-,4033,HUANCAVELICA
104193,275,UCHUHUANCARAY,-13.60284223,-73.44578365,-,4193,APURIMAC
814,1029,Loza Deportiva De La Zona B,-13.60079019,-75.61853902,P.S. HUANCANO,0,ICA
107470,700,CONCHACALLE,-13.6007558,-71.861463,-,7470,CUSCO
103479,1029,HUANCANO,-13.60048,-75.61692167,-,3479,ICA
2175,872,PLAZA DE ARMAS HUAYTARA,-13.59973926,-75.35293093,DIRESA,0,HUANCAVELICA
109688,259,KERAPATA,-13.59940312,-72.8606353,-,9688,APURIMAC
102511,785,CAICAY,-13.59712482,-71.69755789,-,2511,CUSCO
102526,793,CCARHUAYO,-13.59648704,-71.39957983,-,2526,CUSCO
102312,702,OCCOPATA,-13.59570368,-71.97659025,-,2312,CUSCO
538,800,Oropesa,-13.5952675,-71.767276,DIRESA,0,CUSCO
116220,800,CASA HOGAR DEL CAMPESINO-HNA. JOSEFINA SERRANO OROPESA,-13.59489783,-71.76643577,-,16220,CUSCO
102536,800,OROPESA,-13.5948634,-71.76644672,-,2536,CUSCO
102534,798,MARCAPATA,-13.59198836,-70.97365724,-,2534,CUSCO
3068,798,MARCAPATA,-13.5915067,-70.9749309,-,0,CUSCO
108615,794,HUARA HUARA,-13.59120593,-71.65428664,-,8615,CUSCO
104188,268,COTAHUACHO,-13.59080393,-73.26589767,-,4188,APURIMAC
3570,554,I.E. SAN JACITO DE ESPITE,-13.58949404,-74.6121,-,0,AYACUCHO
104198,314,SACHAPUNA,-13.58892583,-73.47911206,-,4198,APURIMAC
106603,562,CENTRO DE SALUD VISCHONGO,-13.58842682,-73.99749123,-,6603,AYACUCHO
102644,267,HUIRONAY,-13.58774333,-73.11921167,-,2644,APURIMAC
2097,268,I.E. MIGUEL GRAU SEMINARIO,-13.587641,-73.340936,DIRESA,0,APURIMAC
103586,554,SAN JACINTO DE ESPITE,-13.58627653,-74.61324432,-,3586,AYACUCHO
103500,461,CENTRO DE SALUD CHUSCHI,-13.58505,-74.352335,-,3500,AYACUCHO
109713,312,URUCANCHA,-13.58465719,-73.76304069,-,9713,APURIMAC
102296,698,CCORCCA,-13.58384422,-72.05887132,-,2296,CUSCO
106947,715,PANTIPATA,-13.58198667,-72.33524942,-,6947,CUSCO
102641,267,HUAMBO,-13.58118333,-73.09032,-,2641,APURIMAC
104187,268,PUCULLOCCOCHA,-13.5804899,-73.3673756,-,4187,APURIMAC
116540,462,HUALLCHANCCA,-13.58034333,-74.18774,-,16540,AYACUCHO
103620,465,CHUYMAY,-13.57873892,-74.44542622,-,3620,AYACUCHO
3555,465,I.E..MOISES BELTRAN ALDELSUR - CHUYMAY,-13.57856424,-74.44545841,-,0,AYACUCHO
103623,465,QUIÑASI,-13.57686031,-74.46998137,-,3623,AYACUCHO
3557,465,I.E.. ANDRES AVELINO CACERES - QUIÑASI,-13.57669606,-74.4699921,-,0,AYACUCHO
102313,703,SAYLLA,-13.57255757,-71.82580275,-,2313,CUSCO
102630,254,BACAS,-13.57176005,-72.76093826,-,2630,APURIMAC
106607,562,PATAHUASI,-13.57091542,-74.04056961,-,6607,AYACUCHO
103621,465,CENTRO DE SALUD TOTOS,-13.57046543,-74.52218799,-,3621,AYACUCHO
103849,558,SAN ANTONIO ASTANYA,-13.56952971,-73.85686065,-,3849,AYACUCHO
106601,460,CHICHUCANCHA,-13.56948833,-74.07806667,-,6601,AYACUCHO
107394,254,TOTORAY,-13.56902518,-72.77864043,-,7394,APURIMAC
106605,562,CHIRIBAMBA,-13.56825739,-74.02705865,-,6605,AYACUCHO
3559,465,I.E. JUAN PABLO VISCARDO Y GUZMAN,-13.56759402,-74.52231073,-,0,AYACUCHO
102687,254,CCOCHUA,-13.56651874,-72.70061502,-,2687,APURIMAC
107268,463,ÑUÑUNHUAYCCO,-13.56632167,-74.281175,-,7268,AYACUCHO
103480,1029,PAMPANO,-13.56621,-75.52878833,-,3480,ICA
119047,261,SAN JUAN DE MIRAFLORES,-13.56474466,-73.36649927,-,19047,APURIMAC
